...1,n_guesses,entropy_start,entropy_end,mean_entropy_drop,max_entropy_drop,early_entropy_drop,monotone_entropy,green_fraction,yellow_fraction,valid,source
5609927,5,1,10,3.6,10,2,0,0.28,0.16,NA,real
3788606,4,3,10,6,10,8,0,0.45,0.3,NA,real
6553130,3,1,10,5,10,5,0,0.4666666666666667,0.06666666666666667,NA,real
3150673,6,1,10,3.6666666666666665,10,3,0,0.3,0.13333333333333333,NA,real
6850637,6,3,10,5.666666666666667,10,7,0,0.5,0.13333333333333333,NA,real
784628,2,3,10,6.5,10,13,0,0.6,0.1,NA,real
4783818,5,1,10,3.8,10,2,0,0.32,0.12,NA,real
3244358,5,3,10,4.4,10,3,0,0.28,0.32,NA,real
5427197,4,3,10,5.25,10,7,0,0.35,0.35,NA,real
4525516,4,0,10,5.5,10,6,0,0.55,0,NA,real
4281599,5,3,10,5.8,10,7,0,0.56,0.04,NA,real
6660095,5,3,10,5.6,10,7,0,0.48,0.16,NA,real
2076625,2,1,10,5.5,10,11,0,0.5,0.1,NA,real
470701,2,3,10,6.5,10,13,0,0.6,0.1,NA,real
4939095,5,1,10,6.2,10,7,0,0.6,0.04,NA,real
3378538,4,3,10,6,10,7,0,0.45,0.3,NA,real
2525696,5,0,10,4.6,10,2,0,0.4,0.12,NA,real
3296183,5,2,10,4.6,10,4,0,0.28,0.36,NA,real
5859276,4,2,10,6.25,10,7,0,0.5,0.25,NA,real
3942121,6,0,10,3.6666666666666665,10,2,0,0.3,0.13333333333333333,NA,real
2060557,4,2,10,6,10,7,0,0.55,0.1,NA,real
1235863,5,1,10,4.8,10,4,0,0.4,0.16,NA,real
4330909,3,1,10,4.333333333333333,10,3,0,0.3333333333333333,0.2,NA,real
3554091,5,3,10,6.6,10,9,0,0.64,0.04,NA,real
5754104,5,2,10,4.4,10,4,0,0.44,0,NA,real
2218853,5,2,10,5.2,10,6,0,0.4,0.24,NA,real
1689073,6,3,10,4.333333333333333,10,4,0,0.4,0.06666666666666667,NA,real
1146218,4,2,10,5,10,5,0,0.35,0.3,NA,real
5797430,5,2,10,4.6,10,3,0,0.44,0.04,NA,real
3660961,3,1,10,5.333333333333333,10,6,0,0.4666666666666667,0.13333333333333333,NA,real
3354537,4,1,10,3.75,10,3,0,0.25,0.25,NA,real
5680926,5,1,10,2.8,10,2,0,0.2,0.16,NA,real
5435645,6,2,6,4.5,6,5,0,0.3333333333333333,0.23333333333333334,NA,real
527309,2,7,10,8.5,10,17,0,0.8,0.1,NA,real
906473,3,2,10,5.333333333333333,10,6,0,0.4666666666666667,0.13333333333333333,NA,real
5794402,4,1,10,4.25,10,3,0,0.4,0.05,NA,real
3459196,3,2,10,4.666666666666667,10,4,0,0.3333333333333333,0.26666666666666666,NA,real
5177921,3,2,10,6.666666666666667,10,10,0,0.6666666666666666,0,NA,real
4688867,5,3,10,6.2,10,7,0,0.52,0.2,NA,real
468296,1,10,10,10,10,10,1,1,0,NA,real
2985914,5,3,10,5.4,10,7,0,0.36,0.36,NA,real
2468581,3,5,10,7,10,11,0,0.6666666666666666,0.06666666666666667,NA,real
2986236,5,2,10,5,10,6,0,0.24,0.52,NA,real
5560772,2,1,10,5.5,10,11,0,0.5,0.1,NA,real
5622875,4,1,10,5.5,10,4,0,0.5,0.1,NA,real
5240695,4,1,10,4.25,10,3,0,0.3,0.25,NA,real
6581902,5,0,10,4.2,10,2,0,0.4,0.04,NA,real
3828558,3,3,10,5.666666666666667,10,7,0,0.3333333333333333,0.4666666666666667,NA,real
1486595,4,0,10,3.75,10,2,0,0.35,0.05,NA,real
4456321,5,3,10,4.8,10,6,0,0.28,0.4,NA,real
5873503,6,3,8,5.666666666666667,8,8,0,0.5,0.13333333333333333,NA,real
1633729,6,3,10,7.333333333333333,10,10,0,0.7,0.06666666666666667,NA,real
3129913,6,1,10,4.833333333333333,10,3,0,0.4,0.16666666666666666,NA,real
5383064,3,3,10,6,10,8,0,0.4,0.4,NA,real
1548766,5,3,10,5.8,10,7,0,0.48,0.2,NA,real
6083751,5,1,10,5,10,3,0,0.44,0.12,NA,real
5886492,4,1,10,4.75,10,3,0,0.4,0.15,NA,real
6023380,3,5,10,7.666666666666667,10,13,0,0.7333333333333333,0.06666666666666667,NA,real
1943636,3,4,10,6,10,8,0,0.4666666666666667,0.26666666666666666,NA,real
4684253,4,2,10,3.75,10,2,0,0.25,0.25,NA,real
2098988,6,0,8,2.6666666666666665,8,3,0,0.16666666666666666,0.2,NA,real
1724314,2,5,10,7.5,10,15,0,0.7,0.1,NA,real
2014230,6,2,10,5.833333333333333,10,5,0,0.43333333333333335,0.3,NA,real
5044938,4,2,10,5,10,4,0,0.5,0,NA,real
1625488,4,1,10,4.75,10,3,0,0.35,0.25,NA,real
2339263,4,2,10,5.25,10,5,0,0.5,0.05,NA,real
2449652,4,2,10,5,10,6,0,0.25,0.5,NA,real
3501204,2,1,10,5.5,10,11,0,0.5,0.1,NA,real
5768344,5,0,10,5.2,10,4,0,0.52,0,NA,real
6616939,6,2,10,4.666666666666667,10,6,0,0.43333333333333335,0.06666666666666667,NA,real
2584956,2,5,10,7.5,10,15,0,0.7,0.1,NA,real
195797,6,2,10,4.333333333333333,10,4,0,0.3333333333333333,0.2,NA,real
549494,6,1,8,4.666666666666667,8,4,0,0.36666666666666664,0.2,NA,real
6786213,1,10,10,10,10,10,1,1,0,NA,real
6699039,5,1,10,4.6,10,3,0,0.4,0.12,NA,real
1897987,4,1,10,4.25,10,3,0,0.3,0.25,NA,real
5726106,3,3,10,6.333333333333333,10,9,0,0.6,0.06666666666666667,NA,real
1297361,5,1,10,3.6,10,2,0,0.28,0.16,NA,real
2911597,5,0,10,4.4,10,4,0,0.44,0,NA,real
3895195,4,4,10,3.75,10,4,0,0.3,0.15,NA,real
1152140,5,2,10,5.8,10,6,0,0.4,0.36,NA,real
3667518,5,0,10,3.6,10,1,0,0.28,0.16,NA,real
3032163,5,1,10,4.4,10,5,0,0.32,0.24,NA,real
4502853,2,6,10,8,10,16,0,0.7,0.2,NA,real
3678148,3,0,10,4,10,2,0,0.4,0,NA,real
127233,2,2,10,6,10,12,0,0.6,0,NA,real
1137969,2,2,10,6,10,12,0,0.5,0.2,NA,real
386395,1,10,10,10,10,10,1,1,0,NA,real
4686325,4,0,10,4.75,10,3,0,0.45,0.05,NA,real
4206392,6,2,10,7.166666666666667,10,9,0,0.7,0.03333333333333333,NA,real
2663365,3,1,10,5,10,5,0,0.4666666666666667,0.06666666666666667,NA,real
4236907,4,2,10,4.5,10,4,0,0.45,0,NA,real
6342229,5,2,10,4,10,5,0,0.28,0.24,NA,real
488663,5,1,10,4.6,10,3,0,0.36,0.2,NA,real
5382431,3,3,10,7,10,11,0,0.6,0.2,NA,real
1951878,5,1,10,6,10,5,0,0.52,0.16,NA,real
6914695,5,0,10,5,10,3,0,0.44,0.12,NA,real
779217,1,10,10,10,10,10,1,1,0,NA,real
5496213,4,2,10,5.25,10,5,0,0.4,0.25,NA,real
5489370,2,4,10,7,10,14,0,0.6,0.2,NA,real
4625812,4,0,10,4.5,10,4,0,0.45,0,NA,real
4601626,3,3,10,5.666666666666667,10,7,0,0.4666666666666667,0.2,NA,real
4115793,3,0,10,4.333333333333333,10,3,0,0.4,0.06666666666666667,NA,real
3768521,4,1,10,3.75,10,1,0,0.3,0.15,NA,real
4007074,6,3,10,5.166666666666667,10,6,0,0.36666666666666664,0.3,NA,real
1510070,3,3,10,6.666666666666667,10,10,0,0.6,0.13333333333333333,NA,real
556632,3,2,10,5,10,5,0,0.3333333333333333,0.3333333333333333,NA,real
3871999,3,3,10,4.666666666666667,10,4,0,0.4,0.13333333333333333,NA,real
4209587,2,2,10,6,10,12,0,0.5,0.2,NA,real
3941038,5,0,10,4.8,10,2,0,0.48,0,NA,real
1608713,6,0,8,3.5,8,2,0,0.26666666666666666,0.16666666666666666,NA,real
3044138,2,5,10,7.5,10,15,0,0.7,0.1,NA,real
2021898,2,5,10,7.5,10,15,0,0.7,0.1,NA,real
673532,4,3,10,5.75,10,7,0,0.55,0.05,NA,real
6768905,6,0,7,3.1666666666666665,7,1,0,0.1,0.43333333333333335,NA,real
2666694,4,0,10,4.5,10,3,0,0.4,0.1,NA,real
4166541,6,0,10,3.6666666666666665,10,2,0,0.3333333333333333,0.06666666666666667,NA,real
3431285,6,1,10,5.666666666666667,10,6,0,0.5,0.13333333333333333,NA,real
1845939,5,1,10,4.6,10,3,0,0.36,0.2,NA,real
6480176,5,2,10,5.2,10,4,0,0.48,0.08,NA,real
4567822,4,2,10,4.75,10,5,0,0.35,0.25,NA,real
6337715,4,4,10,5.75,10,8,0,0.55,0.05,NA,real
46436,4,4,10,6.5,10,8,0,0.65,0,NA,real
5427460,4,2,10,5,10,4,0,0.45,0.1,NA,real
303134,6,3,7,5.333333333333333,7,7,0,0.5,0.06666666666666667,NA,real
4526882,4,0,10,4,10,2,0,0.4,0,NA,real
6262366,4,1,10,5.5,10,5,0,0.5,0.1,NA,real
4945438,6,2,10,6,10,6,0,0.5666666666666667,0.06666666666666667,NA,real
1035919,5,2,10,4.8,10,4,0,0.36,0.24,NA,real
5592299,6,3,10,6.666666666666667,10,7,0,0.6333333333333333,0.06666666666666667,NA,real
6578222,4,4,10,6.5,10,10,0,0.6,0.1,NA,real
1801900,2,3,10,6.5,10,13,0,0.5,0.3,NA,real
746589,1,10,10,10,10,10,1,1,0,NA,real
6720504,3,2,10,5.666666666666667,10,7,0,0.4666666666666667,0.2,NA,real
1476012,1,10,10,10,10,10,1,1,0,NA,real
4359266,5,2,10,5.6,10,5,0,0.4,0.32,NA,real
1065789,5,3,10,6.2,10,7,0,0.52,0.2,NA,real
4695970,6,3,10,5.666666666666667,10,4,0,0.5333333333333333,0.06666666666666667,NA,real
2708063,2,4,10,7,10,14,0,0.7,0,NA,real
2728018,2,5,10,7.5,10,15,0,0.6,0.3,NA,real
3447663,4,2,10,5,10,4,0,0.35,0.3,NA,real
4665326,3,6,10,8,10,14,0,0.8,0,NA,real
3281016,6,1,3,2.3333333333333335,3,3,0,0,0.4666666666666667,NA,real
3403102,5,2,10,6,10,6,0,0.6,0,NA,real
4328550,2,4,10,7,10,14,0,0.6,0.2,NA,real
991066,2,4,10,7,10,14,0,0.6,0.2,NA,real
56971,6,2,4,3.8333333333333335,5,6,0,0.3333333333333333,0.1,NA,real
3946648,2,2,10,6,10,12,0,0.6,0,NA,real
5984569,3,4,10,6.666666666666667,10,10,0,0.6666666666666666,0,NA,real
1682110,5,3,10,4.4,10,5,0,0.36,0.16,NA,real
2828093,2,5,10,7.5,10,15,0,0.7,0.1,NA,real
1063393,4,5,10,7.5,10,12,0,0.65,0.2,NA,real
2481535,6,2,10,5.166666666666667,10,4,0,0.43333333333333335,0.16666666666666666,NA,real
6449556,6,1,10,4.666666666666667,10,3,0,0.4,0.13333333333333333,NA,real
4106150,5,4,10,6.4,10,10,0,0.64,0,NA,real
3532082,4,1,10,5,10,4,0,0.4,0.2,NA,real
3852146,4,5,10,6.75,10,11,0,0.65,0.05,NA,real
1071746,6,2,10,4.333333333333333,10,4,0,0.36666666666666664,0.13333333333333333,NA,real
980678,6,5,10,6.666666666666667,10,11,0,0.6333333333333333,0.06666666666666667,NA,real
1467950,5,1,10,4.2,10,4,0,0.36,0.12,NA,real
5598903,3,3,10,5.333333333333333,10,6,0,0.4666666666666667,0.13333333333333333,NA,real
5588210,5,4,10,6.6,10,8,0,0.64,0.04,NA,real
4914536,4,0,10,4,10,2,0,0.4,0,NA,real
897072,6,3,8,3.5,8,4,0,0.3,0.1,NA,real
264904,5,2,10,4.2,10,4,0,0.32,0.2,NA,real
380043,6,3,10,5,10,6,0,0.43333333333333335,0.13333333333333333,NA,real
898584,1,10,10,10,10,10,1,1,0,NA,real
2801547,6,2,10,4.666666666666667,10,6,0,0.4666666666666667,0,NA,real
2926187,2,3,10,6.5,10,13,0,0.6,0.1,NA,real
6015185,5,2,10,6.4,10,8,0,0.6,0.08,NA,real
327589,6,4,10,6.666666666666667,10,10,0,0.6666666666666666,0,NA,real
3864478,6,1,10,4.833333333333333,10,2,0,0.43333333333333335,0.1,NA,real
968473,4,1,10,5.75,10,5,0,0.5,0.15,NA,real
2635493,2,2,10,6,10,12,0,0.5,0.2,NA,real
3150553,6,1,10,5.5,10,3,0,0.5,0.1,NA,real
5705444,3,4,10,6,10,8,0,0.4666666666666667,0.26666666666666666,NA,real
5089901,4,1,10,4.75,10,5,0,0.45,0.05,NA,real
3055037,4,2,10,5,10,4,0,0.5,0,NA,real
102134,6,0,4,2.6666666666666665,4,2,0,0.26666666666666666,0,NA,real
815625,2,4,10,7,10,14,0,0.7,0,NA,real
2894746,6,1,10,5.5,10,4,0,0.4666666666666667,0.16666666666666666,NA,real
3443586,4,1,10,5,10,4,0,0.35,0.3,NA,real
6816126,5,2,10,5.4,10,5,0,0.48,0.12,NA,real
3678484,3,0,10,5.333333333333333,10,6,0,0.5333333333333333,0,NA,real
3760975,3,3,10,5,10,5,0,0.4,0.2,NA,real
